id,clean_name,premium_title,price,category,subcategory,seo_description,short_description,tags,keywords,occasion_tags,classification,instagram_caption,is_best_seller,cross_sell,combos
cold drinks_33,Sting,Premium Sting,20.0,Beverages,Cold Drinks,Experience the authentic taste of Sting from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Sting from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Sting, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Sting! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Sting Family Pack
cold drinks_34,Thumbs Up 2L,Artisanal Thumbs Up 2L,85.0,Beverages,Cold Drinks,Experience the authentic taste of Thumbs Up 2L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Thumbs Up 2L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Thumbs Up 2L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Thumbs Up 2L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Thumbs Up 2L Family Pack
cold drinks_35,Thumps up,Signature Thumps up,20.0,Beverages,Cold Drinks,Experience the authentic taste of Thumps up from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Thumps up from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Thumps up, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Thumps up! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Thumps up Family Pack
cold drinks_36,Thums ups 1L,Signature Thums ups 1L,50.0,Beverages,Cold Drinks,Experience the authentic taste of Thums ups 1L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Thums ups 1L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Thums ups 1L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Thums ups 1L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Thums ups 1L Family Pack
cold drinks_37,tonic water,Artisanal tonic water,60.0,Beverages,Cold Drinks,Experience the authentic taste of tonic water from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh tonic water from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","tonic water, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of tonic water! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,tonic water Family Pack
cold drinks_38,Tonic Water,Handcrafted Tonic Water,60.0,Beverages,Cold Drinks,Experience the authentic taste of Tonic Water from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Tonic Water from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Tonic Water, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Tonic Water! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Tonic Water Family Pack
cold drinks_39,Frooti,Heritage Frooti,20.0,Beverages,Cold Drinks,Experience the authentic taste of Frooti from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Frooti from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Frooti, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Frooti! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Frooti Family Pack
ice cream_0,Mini Bar 10,Premium Mini Bar 10,10.0,Desserts,Ice Cream,Experience the authentic taste of Mini Bar 10 from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Mini Bar 10 from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Mini Bar 10, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Mini Bar 10! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Mini Bar 10 Family Pack
ice cream_1,Candy Mango,Artisanal Candy Mango,10.0,Desserts,Ice Cream,Experience the authentic taste of Candy Mango from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Candy Mango from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Candy Mango, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Candy Mango! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Candy Mango Family Pack
ice cream_2,Candy Orange,Artisanal Candy Orange,10.0,Desserts,Ice Cream,Experience the authentic taste of Candy Orange from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Candy Orange from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Candy Orange, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Candy Orange! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Candy Orange Family Pack
ice cream_3,Ek Dum Aam,Handcrafted Ek Dum Aam,25.0,Desserts,Ice Cream,Experience the authentic taste of Ek Dum Aam from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Ek Dum Aam from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Ek Dum Aam, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Ek Dum Aam! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Ek Dum Aam Family Pack
ice cream_4,Kesar Kulfi,Artisanal Kesar Kulfi,25.0,Desserts,Ice Cream,Experience the authentic taste of Kesar Kulfi from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Kesar Kulfi from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Kesar Kulfi, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Kesar Kulfi! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Kesar Kulfi Family Pack
ice cream_5,Rabri Kulfi,Signature Rabri Kulfi,25.0,Desserts,Ice Cream,Experience the authentic taste of Rabri Kulfi from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Rabri Kulfi from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Rabri Kulfi, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Rabri Kulfi! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Rabri Kulfi Family Pack
ice cream_6,Cone Butter Scotch,Signature Cone Butter Scotch,35.0,Desserts,Ice Cream,Experience the authentic taste of Cone Butter Scotch from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Cone Butter Scotch from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Cone Butter Scotch, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Cone Butter Scotch! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Cone Butter Scotch Family Pack
ice cream_7,Cone Vanilla,Premium Cone Vanilla,25.0,Desserts,Ice Cream,Experience the authentic taste of Cone Vanilla from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Cone Vanilla from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Cone Vanilla, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Cone Vanilla! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Cone Vanilla Family Pack
ice cream_8,Cone Choclate,Signature Cone Choclate,40.0,Desserts,Ice Cream,Experience the authentic taste of Cone Choclate from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Cone Choclate from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Cone Choclate, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Cone Choclate! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Cone Choclate Family Pack
ice cream_9,Mini Cone,Premium Mini Cone,18.0,Desserts,Ice Cream,Experience the authentic taste of Mini Cone from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Mini Cone from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Mini Cone, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Mini Cone! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Mini Cone Family Pack
ice cream_10,Cone Double Magic,Heritage Cone Double Magic,25.0,Desserts,Ice Cream,Experience the authentic taste of Cone Double Magic from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Cone Double Magic from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Cone Double Magic, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Cone Double Magic! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Cone Double Magic Family Pack
ice cream_11,Cone Dise,Premium Cone Dise,50.0,Desserts,Ice Cream,Experience the authentic taste of Cone Dise from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Cone Dise from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Cone Dise, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Cone Dise! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Cone Dise Family Pack
ice cream_12,Vanilla Cup,Signature Vanilla Cup,10.0,Desserts,Ice Cream,Experience the authentic taste of Vanilla Cup from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Vanilla Cup from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Vanilla Cup, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Vanilla Cup! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Vanilla Cup Family Pack
ice cream_13,Stwberry Cup,Signature Stwberry Cup,10.0,Desserts,Ice Cream,Experience the authentic taste of Stwberry Cup from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Stwberry Cup from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Stwberry Cup, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Stwberry Cup! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Stwberry Cup Family Pack
ice cream_14,Keser Pista Cup,Artisanal Keser Pista Cup,50.0,Desserts,Ice Cream,Experience the authentic taste of Keser Pista Cup from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Keser Pista Cup from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Keser Pista Cup, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Keser Pista Cup! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Keser Pista Cup Family Pack
ice cream_15,Cassatta,Heritage Cassatta,70.0,Desserts,Ice Cream,Experience the authentic taste of Cassatta from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Cassatta from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Cassatta, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Cassatta! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Cassatta Family Pack
ice cream_16,Sandwich Slices,Handcrafted Sandwich Slices,30.0,Desserts,Ice Cream,Experience the authentic taste of Sandwich Slices from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Sandwich Slices from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Sandwich Slices, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Sandwich Slices! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Sandwich Slices Family Pack
ice cream_17,Sunday,Artisanal Sunday,30.0,Desserts,Ice Cream,Experience the authentic taste of Sunday from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Sunday from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Sunday, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Sunday! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Sunday Family Pack
ice cream_18,Vanilla,Heritage Vanilla,115.0,Desserts,Ice Cream,Experience the authentic taste of Vanilla from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Vanilla from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Vanilla, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Vanilla! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Vanilla Family Pack
ice cream_19,Butter,Handcrafted Butter,130.0,Desserts,Ice Cream,Experience the authentic taste of Butter from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Butter from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Butter, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Butter! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Butter Family Pack
ice cream_20,Mango,Premium Mango,120.0,Desserts,Ice Cream,Experience the authentic taste of Mango from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Mango from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Mango, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Mango! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Mango Family Pack
ice cream_21,Tutifrutti,Handcrafted Tutifrutti,130.0,Desserts,Ice Cream,Experience the authentic taste of Tutifrutti from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Tutifrutti from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Tutifrutti, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Tutifrutti! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Tutifrutti Family Pack
ice cream_22,Choco Chips,Premium Choco Chips,180.0,Desserts,Ice Cream,Experience the authentic taste of Choco Chips from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Choco Chips from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Choco Chips, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Choco Chips! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Choco Chips Family Pack
ice cream_23,Two In One,Artisanal Two In One,115.0,Desserts,Ice Cream,Experience the authentic taste of Two In One from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Two In One from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Two In One, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Two In One! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Two In One Family Pack
ice cream_24,Choclate Geateau,Handcrafted Choclate Geateau,50.0,Desserts,Ice Cream,Experience the authentic taste of Choclate Geateau from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Choclate Geateau from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Choclate Geateau, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Choclate Geateau! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Choclate Geateau Family Pack
ice cream_25,Red Bull,Heritage Red Bull,125.0,Desserts,Ice Cream,Experience the authentic taste of Red Bull from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Red Bull from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Red Bull, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Red Bull! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Red Bull Family Pack
ice cream_26,Non Stop,Signature Non Stop,55.0,Desserts,Ice Cream,Experience the authentic taste of Non Stop from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Non Stop from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Non Stop, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Non Stop! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Non Stop Family Pack
ice cream_27,Tonic Water,Heritage Tonic Water,60.0,Desserts,Ice Cream,Experience the authentic taste of Tonic Water from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Tonic Water from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Desserts","Tonic Water, Heritage Oven, Desserts, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Tonic Water! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Tonic Water Family Pack
cake_0,Pineapple Cake,Signature Pineapple Cake,450.0,Cakes,Cake,"Celebrate life's special moments with our Signature Pineapple Cake. A masterpiece of flavor and texture, this cake is handcrafted by Heritage Oven experts to ensure your celebrations are unforgettable. Perfect for birthdays, anniversaries, and parties in India.","Deliciously fresh Pineapple Cake from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Bestseller, Gift Idea, Premium Bakery, Celebration, Cakes","Pineapple Cake, Heritage Oven, Cakes, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Premium,"Indulge in the magic of Pineapple Cake! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Party Poppers, Designer Candles, Party Baloons","Pineapple Cake + Party Decoration Kit, Pineapple Cake + Box of 6 Pastries"
cake_1,Black Forest,Signature Black Forest,500.0,Cakes,Cake,"Celebrate life's special moments with our Signature Black Forest. A masterpiece of flavor and texture, this cake is handcrafted by Heritage Oven experts to ensure your celebrations are unforgettable. Perfect for birthdays, anniversaries, and parties in India.","Deliciously fresh Black Forest from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Bestseller, Gift Idea, Premium Bakery, Celebration, Cakes","Black Forest, Heritage Oven, Cakes, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Premium,"Indulge in the magic of Black Forest! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Party Poppers, Designer Candles, Party Baloons","Black Forest + Party Decoration Kit, Black Forest + Box of 6 Pastries"
cake_2,Brownie Cake,Signature Brownie Cake,600.0,Cakes,Cake,"Celebrate life's special moments with our Signature Brownie Cake. A masterpiece of flavor and texture, this cake is handcrafted by Heritage Oven experts to ensure your celebrations are unforgettable. Perfect for birthdays, anniversaries, and parties in India.","Deliciously fresh Brownie Cake from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Bestseller, Gift Idea, Premium Bakery, Celebration, Cakes","Brownie Cake, Heritage Oven, Cakes, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Premium,"Indulge in the magic of Brownie Cake! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Party Poppers, Designer Candles, Party Baloons","Brownie Cake + Party Decoration Kit, Brownie Cake + Box of 6 Pastries"
cake_3,RockyRoad Almond Butterscotch,Signature RockyRoad Almond Butterscotch,600.0,Cakes,Cake,"Celebrate life's special moments with our Signature RockyRoad Almond Butterscotch. A masterpiece of flavor and texture, this cake is handcrafted by Heritage Oven experts to ensure your celebrations are unforgettable. Perfect for birthdays, anniversaries, and parties in India.","Deliciously fresh RockyRoad Almond Butterscotch from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Bestseller, Gift Idea, Premium Bakery, Celebration, Cakes","RockyRoad Almond Butterscotch, Heritage Oven, Cakes, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Premium,"Indulge in the magic of RockyRoad Almond Butterscotch! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Party Poppers, Designer Candles, Party Baloons","RockyRoad Almond Butterscotch + Party Decoration Kit, RockyRoad Almond Butterscotch + Box of 6 Pastries"
cake_4,Choco Chips,Signature Choco Chips,500.0,Cakes,Cake,"Celebrate life's special moments with our Signature Choco Chips. A masterpiece of flavor and texture, this cake is handcrafted by Heritage Oven experts to ensure your celebrations are unforgettable. Perfect for birthdays, anniversaries, and parties in India.","Deliciously fresh Choco Chips from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Bestseller, Gift Idea, Premium Bakery, Celebration, Cakes","Choco Chips, Heritage Oven, Cakes, Freshly Baked","Birthday, Anniversary, Celebration, Wedding, Party",Premium,"Indulge in the magic of Choco Chips! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,"Party Poppers, Designer Candles, Party Baloons","Choco Chips + Party Decoration Kit, Choco Chips + Box of 6 Pastries"
